id,eng,simp,trad
1185800,This issue has nothing to do with you.,这件事与你无关。,這件事與你無關。
1185803,Friendship and happiness cannot be separated.,友谊与快乐不可分。,友誼與快樂不可分。
1185805,England and Scotland are neighbours.,英格兰与苏格兰相邻。,英格蘭與蘇格蘭相鄰。
1186873,Dad says the most important thing is that I'm alive.,爸爸说，最重要的是我活着。,爸爸說，最重要的是我活著。
1186878,Fear comes from the unknown.,恐惧来源于未知。,恐懼來源於未知。
1186881,Can you speak a little slower please?,你们能稍微讲慢点么？,你們能稍微講慢點麼？
1186884,We've really been missing him since he left.,他走后，我们都很想念他。,他走後，我們都很想念他。
1186888,I have thirteen cats.,我有十三只猫。,我有十三只貓。
1186904,"Where programmers use semi-colons every day, the majority of people only use them in emoticons.",尽管程序设计师天天都会用到分号，大多数人只把分号用在表情中。,盡管程序設計師天天都會用到分號，大多數人只把分號用在表情中。
1186906,The Federal Republic of Germany was established in 1949.,德意志联邦共和国建立于1949年。,德意誌聯邦共和國建立於1949年。
1186909,Tears fell from his eyes.,他的眼里流出了泪水。,他的眼裏流出了淚水。
1186914,I lost the watch dad gave me.,我把爸爸给我的表弄丢了。,我把爸爸給我的表弄丟了。
1186915,Can I help you at all?,我能帮你们什么么？,我能幫你們什麼麼？
1186916,"If you would talk less and listen more, you might learn something.",如果你少说多听的话，你一定能学到点什么。,如果你少說多聽的話，你一定能學到點什麼。
1186918,I've been waiting for him since early this morning.,我从今天一大早起就在等他。,我從今天一大早起就在等他。
1186923,Where do you want to go?,你想去哪儿？,你想去哪兒？
1187312,Is this a flower?,这是花吗？,這是花嗎？
1187315,I can't judge distance.,我无法判断距离。,我無法判斷距離。
1187318,He's contemplating the complexity of contemporary life.,他思考着现代生活的复杂性。,他思考著現代生活的復雜性。
1187419,Do you know where he lives?,你们知道他住在哪里么？,你們知道他住在哪裏麼？
1187422,I'm a huge fan of golf.,我超级迷高尔夫。,我超級迷高爾夫。
1187431,I cycle to work.,我骑车去工作。,我騎車去工作。
1188436,We'll leave in an hour.,我们一个小时后离开。,我們一個小時後離開。
1188439,He's an excellent author.,他是一个优秀的作家。,他是一個優秀的作家。
1188440,They're professional singers.,他们是职业歌手。,他們是職業歌手。
1188444,He's the tallest amongst the boys.,他算是男孩子中最高的了。,他算是男孩子中最高的了。
1188445,Should I give you those books to look at?,我是不是应该给你那些书看？,我是不是應該給你那些書看？
1188447,I don't want to be involved in this affair.,我可不想卷入这场纷争中去。,我可不想卷入這場紛爭中去。
1188449,Rest time's over!,休息结束了！,休息結束了！
1188452,"Even though it sounds strange, what she said is true.",虽然听起来很奇怪，但是她说的的确是真的。,雖然聽起來很奇怪，但是她說的的確是真的。
1188965,What are you looking for?,你们在找什么？,你們在找什麼？
1189184,Can I open this box?,我能把这个箱子打开么？,我能把這個箱子打開麼？
1189409,I can't sleep.,我睡不着。,我睡不著。
1189717,I'm eating.,我在吃饭。,我在吃飯。
1190255,You really should quit smoking.,你最好把烟戒掉。,你最好把煙戒掉。
1190490,What's your favorite soft drink?,你最喜欢的软饮料是什么？,你最喜歡的軟飲料是什麼？
1192398,That boy is running.,那个男孩在跑步。,那個男孩在跑步。
1192409,He has an egg and is eating it.,他有一个鸡蛋，他在吃鸡蛋。,他有一個雞蛋，他在吃雞蛋。
1192410,The man is eating bread.,这个男人在吃面包。,這個男人在吃面包。
1192411,The boy is eating bread.,这个男孩子在吃面包。,這個男孩子在吃面包。
1192413,The cat is eating.,这只猫在吃东西。,這只貓在吃東西。
1192415,Somebody is eating.,有人在吃东西。,有人在吃東西。
1192429,She's not a child.,她不是小孩。,她不是小孩。
1192442,Where's my box of chocolates?,我的巧克力盒在哪里？,我的巧克力盒在哪裏？
1192448,I love her.,我爱她。,我愛她。
1192573,I'm a forty-year-old student at Hyogo University.,我是来自兵库大学四十岁的大学生。,我是來自兵庫大學四十歲的大學生。
1192574,All these things serve to add to our happiness.,所有这些都有助于增加我们的幸福。,所有這些都有助於增加我們的幸福。
1192575,Through the lens the image was inverted.,图像在镜片中呈反向。,圖像在鏡片中呈反向。
1192576,I get on very well with your cousin.,我与你的表亲相处甚好。,我與你的表親相處甚好。
1192577,Chris swung his sword!,克里斯扬起他的剑。,克裏斯揚起他的劍。
1192609,"When we come to die, we shall be alone. From all our worldly possessions we shall be about to part. Worldly friends — the friends drawn to us by our position, our wealth, or our social qualities, — will leave us as we enter the dark valley. From those bound to us by stronger ties — our kindred, our loved ones, children, brothers, sisters, and from those not less dear to us who have been made our friends because they and we are the friends of the same Saviour, — from them also we must part. Yet not all will leave us. There is One who ""sticketh closer than a brother"" — One who having loved His own which are in the world loves them to the end.",当我们濒临死亡，我们应该独处。我们将摒离所有身外之物。世间的朋友们-跟我们的地位，财富和社会层次息息相关的朋友，都将离我们而去，只因我们即将步入黑暗的山谷。那些与陌生人紧紧相连的关系网-我们的亲属、我们的爱人、孩子、兄弟姐妹，还有那些不太亲却有共同朋友的人们，我们也必须要分开。现在，他们并没用离开我们。有一个比兄弟更亲的人-爱他自己也爱世间直到尽头。,當我們瀕臨死亡，我們應該獨處。我們將摒離所有身外之物。世間的朋友們-跟我們的地位，財富和社會層次息息相關的朋友，都將離我們而去，只因我們即將步入黑暗的山谷。那些與陌生人緊緊相連的關系網-我們的親屬、我們的愛人、孩子、兄弟姐妹，還有那些不太親卻有共同朋友的人們，我們也必須要分開。現在，他們並沒用離開我們。有一個比兄弟更親的人-愛他自己也愛世間直到盡頭。
1192611,He works in the planning section.,他在策划部工作。,他在策劃部工作。
1192614,The balance of public opinion remains in his favor.,公众意见的平衡仍是他的关切。,公眾意見的平衡仍是他的關切。
1192617,She is reading a book in the library.,她在图书馆读一本书。,她在圖書館讀一本書。
1192621,She cannot work this machine.,她不会操作这台机器。,她不會操作這臺機器。
1193359,She accused him of stealing her money.,她控告他偷她的钱。,她控告他偷她的錢。
1193391,You had better not walk around in such a place.,你最好别在那种地方走来走去。,你最好別在那種地方走來走去。
1193433,All of the flowers are paper.,所有的花都是纸做的。,所有的花都是紙做的。
1193435,I'm annoyed by their impudence.,我对他们无耻的行径感到厌恶。,我對他們無恥的行徑感到厭惡。
1193440,"In adolescence, I hated life and was continually on the verge of suicide, from which, however, I was restrained by the desire to know more mathematics.",在青春期，我厌倦生活，并持续陷入自杀的边缘。然而，在那期间，对数学知识的渴望，使我抑制住了那些负面情绪。,在青春期，我厭倦生活，並持續陷入自殺的邊緣。然而，在那期間，對數學知識的渴望，使我抑制住了那些負面情緒。
1193441,Tom has gotten older and he doesn't go out as often as he used to.,汤姆已渐老去，不像从前那样常常出门了。,湯姆已漸老去，不像從前那樣常常出門了。
1193443,He acted on the matter.,他处理该事宜。,他處理該事宜。
1193446,I plan to work in a brothel.,我打算去妓院做事。,我打算去妓院做事。
1193448,Ewondo is the language spoken by the Ewondo tribe of Cameroon.,埃翁多语是客麦隆埃翁多部落所说的语言。,埃翁多語是客麥隆埃翁多部落所說的語言。
1193449,"In many countries, buying or smoking cannabis is forbidden by law.",在很多国家，购买和吸食大麻是违法的。,在很多國家，購買和吸食大麻是違法的。
1193451,She said that she would dance with me if I brought her red roses.,她说，若我送她红玫瑰，她将与我跳舞。,她說，若我送她紅玫瑰，她將與我跳舞。
1193453,"Looking out the window, I saw a car coming.",向窗外望去，我看到一辆车驶来。,向窗外望去，我看到一輛車駛來。
1193454,I asked twenty people to my party but not all of them came.,我邀请了二十人参加我们的聚会，但不是所有人都来。,我邀請了二十人參加我們的聚會，但不是所有人都來。
1193455,The audience applauded his efforts.,观众们为他的付出的努力而鼓掌。,觀眾們為他的付出的努力而鼓掌。
1194671,In my world everyone’s a pony and they all eat rainbows and poop butterflies.,在我的世界上，人人都是小马驹，他们吃了彩虹之后就会啪地一下变成蝴蝶。,在我的世界上，人人都是小馬駒，他們吃了彩虹之後就會啪地一下變成蝴蝶。
1194728,Bear in mind what he said.,你要好好记住他的话。,你要好好記住他的話。
1195524,Jesus hates you.,耶稣恨你。,耶穌恨你。
1201918,What chocolate do you like to eat?,你喜欢吃什么巧克力？,你喜歡吃什麼巧克力？
1201922,I'm rarely this angry.,我很少这么生气。,我很少這麼生氣。
1202219,How am I supposed to know this?,这个我怎么知道？,這個我怎麼知道？
1202543,Are you tired?,你困吗？,你困嗎？
1202559,The elephant is an enormous creature.,大象是巨大的动物。,大象是巨大的動物。
1202583,Those are my trousers.,那是我的裤子。,那是我的褲子。
1202589,He's really drunk.,他非常醉了。,他非常醉了。
1202599,"Sorry, what's your name?",不好意思，你叫什么名字？,不好意思，你叫什麼名字？
1204502,He didn't do it on purpose.,他不是故意地做。,他不是故意地做。
1205874,Everyone should bring their own lunch.,每个人都应该带自己的午餐。,每個人都應該帶自己的午餐。
1205881,Who does the car belong to when the owner dies?,主人死后车子归谁呢？,主人死後車子歸誰呢？
1205882,I'm not used to walking long distances.,我不习惯走很长的路。,我不習慣走很長的路。
1205884,I was burnt by the iron.,我被熨斗烫伤了。,我被熨鬥燙傷了。
1205886,What do you think of Japan's economy?,您怎样看日本的经济呢？,您怎樣看日本的經濟呢？
1205888,Are you available tonight?,今晚有空吗？,今晚有空嗎？
1205889,He finally became the president of IBM.,他终于成了IBM的总经理。,他終於成了IBM的總經理。
1205890,We're here!,我们到了。,我們到了。
1205891,You shouldn't trust people like this.,您不应该信任这样的人。,您不應該信任這樣的人。
1205893,He did everything he could for his child.,他为自己的孩子能做的都做了。,他為自己的孩子能做的都做了。
1205895,Old people were tricked by the shop assistant.,老人被店员骗了。,老人被店員騙了。
1205896,This is the church where we got married.,这裡是我们结婚的教堂。,這裡是我們結婚的教堂。
1205903,Call the police!,叫警察！,叫警察！
1205914,"If a person has not had a chance to acquire his target language by the time he's an adult, he's unlikely to be able to reach native speaker level in that language.",如果一个人在成人前没有机会习得目标语言，他对该语言的认识达到母语者程度的机会是相当小的。,如果一個人在成人前沒有機會習得目標語言，他對該語言的認識達到母語者程度的機會是相當小的。
1205926,"Sir, can we quickly inspect your luggage please?",先生，我们可以检查一下您的行李吗？,先生，我們可以檢查一下您的行李嗎？
1205932,"Ah, that reminds me of the old days!",好怀念啊。,好懷念啊。
1205936,Does anyone know how to pronounce this character?,有人会发这个字的音吗？,有人會發這個字的音嗎？
1205940,Houses made of wood are the easiest to catch on fire.,木造的房子最容易失火。,木造的房子最容易失火。
1205944,This is ice.,这是冰块。,這是冰塊。
1205946,The tigers escaped from the zoo.,老虎从动物园中逃出来了。,老虎從動物園中逃出來了。
1205951,Are you happy at your own home?,你在自己的家裡开心吗？,你在自己的家裡開心嗎？
1205958,I went there yesterday.,昨天我去了那裡。,昨天我去了那裡。
1208496,Getting addicted to something and having too much of something are two different things.,过瘾一个东西和过于那个东西是两回事。,過癮一個東西和過於那個東西是兩回事。
1208497,Excessive use of the Internet is not a medical or psychiatric issue.,过于上网不是跟医学或精神病有关的事情。,過於上網不是跟醫學或精神病有關的事情。
1208502,"Compare it to other enjoyable activities: going to the cinema, reading books, going for walks, chatting to friends etc.",把它相较于其他有意思的活动：去电影院，看书，散步，跟朋友聊天等等。,把它相較於其他有意思的活動：去電影院，看書，散步，跟朋友聊天等等。
1208506,"There are plenty of examples of people who do these things “excessively”, but no-one says those are “addictions”.",做这些事做得太多的人的例子多的是，可是没有说是“瘾症”。,做這些事做得太多的人的例子多的是，可是沒有說是“癮癥”。
1208512,The concept doesn’t make sense.,理念没有道理。,理念沒有道理。
1208515,The concept of “Internet addiction” implies that “the Internet” is some sort of definable activity.,“网络成瘾症”这个理念将意味着“网络”是一种可以下定义的活动。,“網絡成癮癥”這個理念將意味著“網絡”是一種可以下定義的活動。
1208520,"In fact, there are countless, varied uses for the Internet.",实际上，网络的作用有着无数的多种多样的。,實際上，網絡的作用有著無數的多種多樣的。
1208523,"It’s a communication medium, not a substance or specific activity.",网络是一个相通的渠道，而不是物质或具体的活动。,網絡是一個相通的渠道，而不是物質或具體的活動。
1208525,"It’s like saying that someone is addicted to “transport”, “art” or “politics”.",这个好像说一个人上瘾了“交通”，“艺术”或“政治”。,這個好像說一個人上癮了“交通”，“藝術”或“政治”。
1208530,I’ve heard the example of the parents in Korea who let their child die because they were too busy playing video games.,我听过在韩国的父母因为忙于玩游戏而让他们的孩子死了的那个例子。,我聽過在韓國的父母因為忙於玩遊戲而讓他們的孩子死了的那個例子。
1208534,"I’m not denying that that happened, but one example doesn’t count as evidence.",我不否认这件事发生了，可是一个例子算不上证据。,我不否認這件事發生了，可是一個例子算不上證據。
1208548,Those people did not neglect their child because they used the Internet too much.,那两个人不是因为过于上网而忽视他们的孩子。,那兩個人不是因為過於上網而忽視他們的孩子。
1208550,They used the Internet too much because they had some underlying problem that also caused them to neglect their child.,他们是因为患有一种使他门忽视孩子的基础精神病而过于上网。,他們是因為患有一種使他門忽視孩子的基礎精神病而過於上網。
1208553,This is an example of confusing two things that have a common cause with one thing that causes another.,这显然是将属并列关系的两件事误解成为因果关系了。,這顯然是將屬並列關系的兩件事誤解成為因果關系了。
1210437,People “diagnosed” with “Internet addiction” are nearly always diagnosed with other difficulties as well.,诊断患有“网络成瘾症”的人差不多总是也有其他的困难。,診斷患有“網絡成癮癥”的人差不多總是也有其他的困難。
1211987,I don't love you.,我不爱你。,我不愛你。
1212085,How would you like your hair done?,头髮想怎麽弄？,頭髮想怎麼弄？
1214422,He was heard singing in the shower.,有人听到了他洗澡的时候唱歌。,有人聽到了他洗澡的時候唱歌。
1214425,She was seen at a restaurant with her lover.,有人看到了她在饭馆跟她爱人在一起。,有人看到了她在飯館跟她愛人在一起。
1214427,They are considered the greatest rock band in history.,有人认为他们是历史上最伟大的乐队。,有人認為他們是歷史上最偉大的樂隊。
1214429,It was once thought that there was intelligent life on Mars.,以前有人以为火星上有智能生物。,以前有人以為火星上有智能生物。
1214431,They were treated for hypothermia.,医生治疗了他们的降低体温。,醫生治療了他們的降低體溫。
1214433,English is spoken in many countries.,许多国家的人讲英文。,許多國家的人講英文。
1214435,We were shown all of their family photos.,他们给我们看他们全部的家庭图片。,他們給我們看他們全部的家庭圖片。
1214437,A satellite was launched in Russia last year.,俄罗斯去年发射了一个卫星。,俄羅斯去年發射了一個衛星。
1214439,Over ten thousand messages are sent every second on Facebook.,Facebook的用户每一秒发一万以上个信息。,Facebook的用戶每一秒發一萬以上個信息。
1214441,"In Christianity, Jesus is believed to be the son of God.",基督徒认为耶稣是上帝的儿子。,基督徒認為耶穌是上帝的兒子。
1214444,Many poor students are given bursaries.,很多贫穷的学生得到会计科。,很多貧窮的學生得到會計科。
1214446,It has been found that smoking is bad for your health.,查出了抽烟对身体不好。,查出了抽煙對身體不好。
1214448,It is said that the war will end soon.,据说战争快要结束了。,據說戰爭快要結束了。
1214450,It is rumoured that the prime-minister will resign next month.,据传总统下个月要辞职了。,據傳總統下個月要辭職了。
1214747,There would be no New China without the communist party.,没有共产党就没有新中国,沒有共產黨就沒有新中國
1216054,There are three trees in the yard.,院子里有三棵树。,院子裏有三棵樹。
1216056,There are so few things like this.,这样的东西很少。,這樣的東西很少。
1216057,The wind is really strong outside.,外边风刮得很大。,外邊風刮得很大。
1216058,Children love to sing.,孩子们很喜欢唱歌。,孩子們很喜歡唱歌。
1216059,Was it cold last night?,昨天晚上冷不冷？,昨天晚上冷不冷？
1216064,My grandma just drank a bit of soup.,我姥姥只喝了点儿汤。,我姥姥只喝了點兒湯。
1216067,His younger brother went to Shanghai the day before yesterday.,他弟弟前天去上海了。,他弟弟前天去上海了。
1216069,I want to buy a few pairs of trousers.,我想买几条裤子。,我想買幾條褲子。
1216071,Where's your watch?,你的手表在哪儿？,你的手表在哪兒？
1216085,None of them are drivers.,他们都不是司机。,他們都不是司機。
1216089,My grandfather takes medicine every day.,我爷爷每天吃药。,我爺爺每天吃藥。
1216091,That restaurant's too expensive.,那个店的菜太贵。,那個店的菜太貴。
1216097,My daughter sleeps eight hours a day.,我女儿每天睡八个钟头。,我女兒每天睡八個鐘頭。
1216101,"In front of you, you can see Tiananmen Square.",前边儿是天安门。,前邊兒是天安門。
1216105,My brother gets up every morning at 7.,我哥哥每天早上七点起床。,我哥哥每天早上七點起床。
1216108,His son doesn't work at a bank.,他儿子不在银行工作。,他兒子不在銀行工作。
1216110,What book do you plan on reading?,你打算看什么书？,你打算看什麼書？
1216113,My boyfriend still hasn't been to the Great Wall.,我男朋友还没有去过长城。,我男朋友還沒有去過長城。
1216115,Where do you feel uncomfortable?,你哪儿不舒服？,你哪兒不舒服？
1216117,There are about ten to twenty students in total.,一共有十多个学生。,一共有十多個學生。
1216122,Welcome.,欢迎您来！,歡迎您來！
1216123,Take care!,慢走啊！,慢走啊！
1216125,Bon voyage!,一路平安！,一路平安！
1216127,Long time no see!,好久不见了！,好久不見了！
1216135,Please drink tea.,请喝茶！,請喝茶！
1216136,Please sit down!,请坐！,請坐！
1216138,I'm really sorry!,很抱歉！,很抱歉！
1216140,Sorry to bother you!,麻烦您了！,麻煩您了！
1216142,Good work!,辛苦啦！,辛苦啦！
1216146,Forgive me!,请原谅！,請原諒！
1217027,"You speak Esperanto, don't you?",你说世界语，是不是？,你說世界語，是不是？
1218184,These are the decisions we've made.,这些就是我们做出的决定。,這些就是我們做出的決定。
1218190,She's way taller than me.,她比我高得多。,她比我高得多。
1218191,Are you being served?,有人为您服务吗？,有人為您服務嗎？
1218192,We'll arrive there within an hour.,我们会在一小时内到达。,我們會在一小時內到達。
1218193,Nature is full of mystery.,大自然已充满了谜团。,大自然已充滿了謎團。
1218237,Did that lady just swear?,那个小姐刚才说粗话啊？,那個小姐剛才說粗話啊？
1218267,"She and I hold the same position in the company, but she earns more than I do.",我和她在公司里职位相同，但她赚的钱比我多。,我和她在公司裏職位相同，但她賺的錢比我多。
1218294,There is no sugar left in the pot.,罐头里没有砂糖了。,罐頭裏沒有砂糖了。
1218350,Autumn is here.,秋天到了。,秋天到了。
1219096,They're playing chess.,他们在下棋。,他們在下棋。
1219097,Read!,读！,讀！
1219104,But I have no money.,但我没钱。,但我沒錢。
1219109,What's the boarding time?,几点登机？,幾點登機？
1219341,"Drink some coffee. It tastes very good, I think.",喝咖啡吧。我觉得很好喝。,喝咖啡吧。我覺得很好喝。
1220513,I don't want to live like this.,我不想过这样的生活。,我不想過這樣的生活。
1220704,"I guess what I've said isn't all that clear, but that's the only way I can explain it.",总觉得解释的不是很清楚...但我只知道这样...,總覺得解釋的不是很清楚...但我只知道這樣...
1221048,I took a taxi from the station to the hotel.,我从车站搭了一班到旅馆的计程车。,我從車站搭了一班到旅館的計程車。
1221240,I didn't know the woman at all.,我根本不认识那女人。,我根本不認識那女人。
1221259,Easier said than done.,说的比做的简单。,說的比做的簡單。
1221271,It's none of your business!,这不干你的事！,這不幹你的事！
1221327,"I used to smoke a lot, but now I've quit.",我以前常抽菸，但现在我戒掉了。,我以前常抽菸，但現在我戒掉了。
1221348,"Don't use ""discover"" when you mean ""invent"".",当你在指「发明」的时候，不要用「发现」这个字。,當你在指「發明」的時候，不要用「發現」這個字。
1221360,You are doing it the wrong way.,你这样做是错的。,你這樣做是錯的。
1221392,I'm going to visit him next week.,下礼拜我要去拜访她一下。,下禮拜我要去拜訪她一下。
1221404,The professor scolded John for skipping class.,教授骂了约翰一顿因为他翘了几堂课。,教授罵了約翰一頓因為他翹了幾堂課。
1221450,He might be young but he's trustworthy.,他虽然年轻却很值得信赖。,他雖然年輕卻很值得信賴。
1223755,It might rain.,可能要下雨了。,可能要下雨了。
1223788,There are so many people at this concert.,这场演唱会的人真多。,這場演唱會的人真多。
1223790,What would you like to eat for dinner?,你想吃什麽作晚餐？,你想吃什麼作晚餐？
1223801,"No matter what happens, I'm not changing my mind.",无论如何，我不会改变我的想法。,無論如何，我不會改變我的想法。
1223812,Fish and red wine don't go well together.,鱼和红酒不合。,魚和紅酒不合。
1223813,I hope I can see you soon.,我希望很快就能见到你。,我希望很快就能見到你。
1223822,"I'm under so much pressure, I just want to cry.",我压力好大，我真想哭。,我壓力好大，我真想哭。
1223824,She is far better today than yesterday.,她今天比昨天要好很多。,她今天比昨天要好很多。
1224534,Can you please shut up?,你可以闭嘴吗？,你可以閉嘴嗎？
1224535,She tried to break her child of the habit of lying.,她试着打破她孩子说谎的习惯。,她試著打破她孩子說謊的習慣。
1225632,What time do you wake up every day?,你每天几点起床？,你每天幾點起床？
1225637,Let go of your negative outlook on life.,请抛开你那些负面的人生观。,請拋開你那些負面的人生觀。
1225638,You can watch TV after supper.,晚餐之后你才可以看电视。,晚餐之後你才可以看電視。
1225643,She can sing better than anybody else in her class.,她唱歌唱得比班上任何一个人好。,她唱歌唱得比班上任何一個人好。
1225645,Your chair is identical to mine.,你的椅子和我的很像。,你的椅子和我的很像。
1225662,They obtained a yield of 8 percent on their investment.,他们在这次的投资中得到百分之八的收益。,他們在這次的投資中得到百分之八的收益。
1225667,"After many years of thinking, I came to a conclusion that everyone's meaning of life is actually: to find the meaning of life. Every one of us is a unique individual. And every one of us has his own capibility to find in his life one particular mission to fulfill.",在多年的思索之下，我终于了解人生的意义就是去寻找人生的意义。我们每个人都是独特的个体。我们每个人都能找到属于自己的人生目标。,在多年的思索之下，我終於了解人生的意義就是去尋找人生的意義。我們每個人都是獨特的個體。我們每個人都能找到屬於自己的人生目標。
1225668,The pharmacy is near the hospital.,药局在医院附近。,藥局在醫院附近。
1225669,He is good at rugby.,他很擅长橄榄球。,他很擅長橄欖球。
1225670,"If he's fluent in English, I'll hire him.",如果他说得一口流利的英文，我就请他为我工作。,如果他說得一口流利的英文，我就請他為我工作。
1225672,We cannot sleep well on summer nights.,在夏天的晚上，我们睡得不是很好。,在夏天的晚上，我們睡得不是很好。
1225673,Are you doing what you think is right?,你在做你觉得对的事吗?,你在做你覺得對的事嗎?
1225675,Bess is simply a child.,贝诗不过是个孩子。,貝詩不過是個孩子。
1225677,Shall we start the meeting now?,现在是不是该开会了？,現在是不是該開會了？
1225678,You're terrible.,你真坏。,你真壞。
1225679,He has a test next week.,他下礼拜要考试。,他下禮拜要考試。
1225680,Beauty is in the eye of the beholder.,情人眼裡出西施。,情人眼裡出西施。
1225684,You don't need to work on Sundays.,星期天的时候，你不用工作。,星期天的時候，你不用工作。
1225685,You have to leave home at six.,你必须在六点钟时从家中出发。,你必須在六點鐘時從家中出發。
1225691,He suspects me of telling a lie.,他怀疑我说谎。,他懷疑我說謊。
1225692,She is more pretty than beautiful.,说她美不如说她可爱。,說她美不如說她可愛。
1225693,I like to eat.,我喜欢吃。,我喜歡吃。
1225694,Please advise me what to do.,请告诉我该怎麽做。,請告訴我該怎麼做。
1225698,Tom heard this and got angry.,听到这事之后，汤姆为之色变。,聽到這事之後，湯姆為之色變。
1225703,Change is the only constant.,凡事都会改变。,凡事都會改變。
1227050,How long are you going to be in Oxford for?,你会待在牛津多久？,你會待在牛津多久？
1227061,You have no right to interfere in other people's affairs.,你没有干涉他人事务的权力。,你沒有幹涉他人事務的權力。
1227082,I have a special relationship with my aunt.,我和我阿姨有种特别的情谊。,我和我阿姨有種特別的情誼。
1227093,I'm waiting for him.,我在等他。,我在等他。
1227100,You may use my dictionary.,你可以用我的字典。,你可以用我的字典。
1227104,This room has two closets for clothing.,这房间有两个衣橱。,這房間有兩個衣櫥。
1227107,"Having a slight headache, I went to bed early.",因为我有点头疼，所以我早早上床睡觉。,因為我有點頭疼，所以我早早上床睡覺。
1227109,Let's play hide-and-seek!,来玩捉迷藏吧！,來玩捉迷藏吧！
1227124,I sometimes still think about her.,有时候，我还是会想起她。,有時候，我還是會想起她。
1227125,No one answered my question.,没人回答我的问题。,沒人回答我的問題。
1227132,That's what I thought too.,我也是这麽想的。,我也是這麼想的。
1227134,We don't want any freeloaders around here.,我们不希望有人在这裡吃霸王餐。,我們不希望有人在這裡吃霸王餐。
1227135,This is the first time.,这是第一次。,這是第一次。
1227141,The unicorn is a fabulous monster.,独角兽是一种美丽的怪物。,獨角獸是一種美麗的怪物。
1227147,I filled up the vase with water.,我倒水进去花瓶裡。,我倒水進去花瓶裡。
1227241,What kind of people do you like best?,你最喜欢哪一种人?,你最喜歡哪一種人?
1227255,You are the devil incarnate.,你是恶魔的化身。,你是惡魔的化身。
1228428,Your shoes are here. Where are mine?,你的鞋子在这儿。我的呢？,你的鞋子在這兒。我的呢？
1228431,The moon's so bright.,月光好亮。,月光好亮。
1228434,I'll give him the letter.,我把信递给他。,我把信遞給他。
1228436,You can go home.,你可以回家。,你可以回家。
1228438,You're tired. I'm also tired.,你累了，我也累了。,你累了，我也累了。
1228441,He came back at five o'clock.,他五点钟回来的。,他五點鐘回來的。
1228936,A great many students were absent from school.,有好多学生都没来学校。,有好多學生都沒來學校。
1228939,I felt an impulse to cry out loud.,我突然好想大叫。,我突然好想大叫。
1228944,You must not speak loudly.,你不该大声说话。,你不該大聲說話。
1228950,Bob was washing the dishes at that time.,当时包柏在洗碗。,當時包柏在洗碗。
1228954,Tom was admiring my new car at the time the truck crashed into it.,在汤姆欣赏我的新车的同时，一辆卡车撞了过来。,在湯姆欣賞我的新車的同時，一輛卡車撞了過來。
1228959,Tom was able to make himself understood in French when he visited Paris.,在巴黎，没有人能够理解汤姆的法文。,在巴黎，沒有人能夠理解湯姆的法文。
1228961,The kidnappers showed no sign of giving up.,这些绑匪没有放弃的迹象。,這些綁匪沒有放棄的跡象。
1228964,You must not yield to temptation.,你不应该屈服在诱惑之下。,你不應該屈服在誘惑之下。
1228966,More play will mean less time to study.,玩的时间一多，读书的时间便少。,玩的時間一多，讀書的時間便少。
1228968,Play or study - the choice is yours.,玩乐还是读书，全在你一念之间。,玩樂還是讀書，全在你一念之間。
1228973,Wearing second-hand clothes is now popular among young people.,二手服饰在时下年轻人之间蔚为风潮。,二手服飾在時下年輕人之間蔚為風潮。
1228982,I'm not good at carpentry.,我不擅长做木工。,我不擅長做木工。
1228994,"Water will freeze at zero Celsius, right?",摄氏零度时水会结冰，对吧？,攝氏零度時水會結冰，對吧？
1229001,They referred to Chaucer as the father of English poetry.,他们视乔叟为英诗之父。,他們視喬叟為英詩之父。
1229016,I've been going out with her for months.,我和她交往几个月了。,我和她交往幾個月了。
1229026,I like sweets.,我喜欢甜食。,我喜歡甜食。
1229509,"It's a bit slow, can you wait for a bit?",现在有点慢，能不能等一下？,現在有點慢，能不能等一下？
1229513,Tom certainly has a better understanding of this matter than I do.,汤姆比我更懂这件事。,湯姆比我更懂這件事。
1229827,The various dialects of China are what 'Chinese' really is.,我们中国的各地方言才是真正的中国话。,我們中國的各地方言才是真正的中國話。
1229844,"She can speak a type of Chinese, but she can't speak Mandarin.",她会说中文，却不会说普通话。,她會說中文，卻不會說普通話。
1231012,I moved here yesterday.,我是昨天搬来的。,我是昨天搬來的。
1231017,"If you like it, you can keep it!",这个东西，要是你喜欢，就拿去吧！,這個東西，要是你喜歡，就拿去吧！
1231021,All the things I bought have already arrived.,我买的东西已经都送来了。,我買的東西已經都送來了。
1231022,You may go in now.,现在你可以进去了。,現在你可以進去了。
1231034,You ran back here.,你是跑回来的。,你是跑回來的。
1231036,You should stand up to speak.,你应该站起来说话。,你應該站起來說話。
1231042,Stand up.,站起来。,站起來。
1231213,Put it down.,放下。,放下。
1231214,Go away.,走开。,走開。
1231215,Put it on.,穿上.,穿上.
1231216,Take away.,拿走。,拿走。
1231222,Sit down! Don't stand up.,坐下！别站起来。,坐下！別站起來。
1231223,He put his things down and left.,他放下东西，就走了。,他放下東西，就走了。
1231224,"I still need to use these things, so please don't take them away.",这些东西，我还要用，请你别拿走。,這些東西，我還要用，請你別拿走。
1231225,Get out! Don't play here!,走开！别在这儿玩儿。,走開！別在這兒玩兒。
1231670,It's really cold tonight.,今晚特别冷。,今晚特別冷。
1233191,There's a policeman outside who wants to see you.,外面有一个警察想见你。,外面有一個警察想見你。
